k,depth,coarsenings_from_finest,threshold,threshold_num,threshold_den,node_count,high_node_count,high_mass,total_mass,tail_num,tail_den,tail_decimal,source,source_sha256,source_sha256_verified,source_sha256_kind
13,7,5,2/5,2,5,729,128,1482931568494946781,4475321486922343160,1482931568494946781,4475321486922343160,0.331357551145,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,8,4,1/20,1,20,2187,2085,4335008841063897043,4475321486922343160,4335008841063897043,4475321486922343160,0.968647471189,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,8,4,1/10,1,10,2187,1829,3964440158316640243,4475321486922343160,3964440158316640243,4475321486922343160,0.885844775599,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,8,4,3/20,3,20,2187,1371,3207128882581540894,4475321486922343160,1603564441290770447,2237660743461171580,0.716625362436,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,8,4,1/5,1,5,2187,1027,2621691729726837943,4475321486922343160,2621691729726837943,4475321486922343160,0.585810815466,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,8,4,1/4,1,4,2187,759,2145676193214761180,4475321486922343160,107283809660738059,223766074346117158,0.479446269834,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,8,4,3/10,3,10,2187,544,1732257409521336666,4475321486922343160,866128704760668333,2237660743461171580,0.387068820549,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,8,4,2/5,2,5,2187,189,910143224388737160,4475321486922343160,22753580609718429,111883037173058579,0.20336935057,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,9,3,1/20,1,20,6561,6138,4279898062604959664,4475321486922343160,534987257825619958,559415185865292895,0.956333098105,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,9,3,1/10,1,10,6561,4931,3678796410323534055,4475321486922343160,735759282064706811,895064297384468632,0.822018355793,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,9,3,3/20,3,20,6561,3417,2802562247678343496,4475321486922343160,350320280959792937,559415185865292895,0.626225904858,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,9,3,1/5,1,5,6561,2323,2142539708991504830,4475321486922343160,214253970899150483,447532148692234316,0.478745429854,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,9,3,1/4,1,4,6561,1560,1652852449669746789,4475321486922343160,1652852449669746789,4475321486922343160,0.369325970101,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,9,3,3/10,3,10,6561,907,1189813781704156750,4475321486922343160,118981378170415675,447532148692234316,0.265861075049,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,9,3,2/5,2,5,6561,238,492027795349400911,4475321486922343160,492027795349400911,4475321486922343160,0.109942446992,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,10,2,1/20,1,20,19683,17645,4144260546173792259,4475321486922343160,4144260546173792259,4475321486922343160,0.926025215906,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,10,2,1/10,1,10,19683,12463,3228064639570462470,4475321486922343160,322806463957046247,447532148692234316,0.721303407812,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,10,2,3/20,3,20,19683,7617,2256862560857165333,4475321486922343160,2256862560857165333,4475321486922343160,0.504290600676,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,10,2,1/5,1,5,19683,4432,1567905130497847149,4475321486922343160,1567905130497847149,4475321486922343160,0.350344692572,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,10,2,1/4,1,4,19683,2393,1041931937703024241,4475321486922343160,1041931937703024241,4475321486922343160,0.232817226818,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,10,2,3/10,3,10,19683,1189,655010945726792328,4475321486922343160,81876368215849041,559415185865292895,0.146360646412,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,10,2,2/5,2,5,19683,206,202293029806275785,4475321486922343160,40458605961255157,895064297384468632,0.0452018989915,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,11,1,1/20,1,20,59049,48300,3847665789200720766,4475321486922343160,1923832894600360383,2237660743461171580,0.859751819047,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,11,1,1/10,1,10,59049,27755,2584010952107484772,4475321486922343160,646002738026871193,1118830371730585790,0.57739113484,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,11,1,3/20,3,20,59049,13562,1558754527958325613,4475321486922343160,1558754527958325613,4475321486922343160,0.34830001208,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,11,1,1/5,1,5,59049,6197,915582752033494298,4475321486922343160,457791376016747149,2237660743461171580,0.204584800155,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,11,1,1/4,1,4,59049,2616,503923400483791388,4475321486922343160,125980850120947847,1118830371730585790,0.112600491821,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,11,1,3/10,3,10,59049,987,250987009298210482,4475321486922343160,125493504649105241,2237660743461171580,0.0560824535247,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,11,1,2/5,2,5,59049,43,28754973778062793,4475321486922343160,28754973778062793,4475321486922343160,0.00642523087159,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,12,0,1/20,1,20,177147,128415,3509565361482209663,4475321486922343160,3509565361482209663,4475321486922343160,0.784204078241,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,12,0,1/10,1,10,177147,57095,1956908772742408291,4475321486922343160,1956908772742408291,4475321486922343160,0.437266636254,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,12,0,3/20,3,20,177147,20709,956927137943818172,4475321486922343160,239231784485954543,1118830371730585790,0.213823105388,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,12,0,1/5,1,5,177147,6918,436295229270546149,4475321486922343160,436295229270546149,4475321486922343160,0.0974891369359,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,12,0,1/4,1,4,177147,2130,185313392687174171,4475321486922343160,185313392687174171,4475321486922343160,0.0414078392421,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,12,0,3/10,3,10,177147,513,67891560014496142,4475321486922343160,33945780007248071,2237660743461171580,0.0151702084896,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
13,12,0,2/5,2,5,177147,5,2377435643425100,4475321486922343160,118871782171255,223766074346117158,0.000531232370763,cert_k13.json,32f22a8bfc6e7962443ce0da0fd28bdb5d2a56748e0ea832a9135a45391fc7b7,True,manifest
14,1,12,1/20,1,20,1,1,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,1,12,1/10,1,10,1,1,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,1,12,3/20,3,20,1,1,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,1,12,1/5,1,5,1,1,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,1,12,1/4,1,4,1,1,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,1,12,3/10,3,10,1,1,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,1,12,2/5,2,5,1,1,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,11,1/20,1,20,3,3,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,11,1/10,1,10,3,3,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,11,3/20,3,20,3,3,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,11,1/5,1,5,3,3,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,11,1/4,1,4,3,3,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,11,3/10,3,10,3,3,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,2,11,2/5,2,5,3,3,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,10,1/20,1,20,9,9,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,10,1/10,1,10,9,9,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,10,3/20,3,20,9,9,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,10,1/5,1,5,9,9,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,10,1/4,1,4,9,7,12969993303740646291,14596152850956151164,4323331101246882097,4865384283652050388,0.888589852147,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,10,3/10,3,10,9,7,12969993303740646291,14596152850956151164,4323331101246882097,4865384283652050388,0.888589852147,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,3,10,2/5,2,5,9,7,12969993303740646291,14596152850956151164,4323331101246882097,4865384283652050388,0.888589852147,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,9,1/20,1,20,27,27,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,9,1/10,1,10,27,27,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,9,3/20,3,20,27,27,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,9,1/5,1,5,27,27,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,9,1/4,1,4,27,19,11806779674656230518,14596152850956151164,5903389837328115259,7298076425478075582,0.808896686354,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,9,3/10,3,10,27,19,11806779674656230518,14596152850956151164,5903389837328115259,7298076425478075582,0.808896686354,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,4,9,2/5,2,5,27,16,11061292074060132494,14596152850956151164,5530646037030066247,7298076425478075582,0.757822433556,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,8,1/20,1,20,81,81,14596152850956151164,14596152850956151164,1,1,1,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,8,1/10,1,10,81,80,14519071104090663911,14596152850956151164,14519071104090663911,14596152850956151164,0.994719036745,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,8,3/20,3,20,81,78,14357752512590394758,14596152850956151164,7178876256295197379,7298076425478075582,0.983666905876,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,8,1/5,1,5,81,67,13011423528034957643,14596152850956151164,13011423528034957643,14596152850956151164,0.891428286679,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,8,1/4,1,4,81,54,11151755755281823850,14596152850956151164,5575877877640911925,7298076425478075582,0.76402020924,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,8,3/10,3,10,81,50,10731730808698550627,14596152850956151164,10731730808698550627,14596152850956151164,0.7352437946,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,5,8,2/5,2,5,81,40,9631339210401560328,14596152850956151164,802611600866796694,1216346070913012597,0.65985464175,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,1/20,1,20,243,239,14494596841238364642,14596152850956151164,2415766140206394107,2432692141826025194,0.99304227554,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,1/10,1,10,243,227,14042437022897246747,14596152850956151164,14042437022897246747,14596152850956151164,0.962064262158,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,3/20,3,20,243,205,13239923745510706409,14596152850956151164,13239923745510706409,14596152850956151164,0.907083111605,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,1/5,1,5,243,165,11304413644368704149,14596152850956151164,11304413644368704149,14596152850956151164,0.774478984963,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,1/4,1,4,243,141,10032810752089401366,14596152850956151164,1672135125348233561,2432692141826025194,0.687359940289,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,3/10,3,10,243,120,9152328238090376553,14596152850956151164,3050776079363458851,4865384283652050388,0.627037023491,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,6,7,2/5,2,5,243,88,7632597289610151329,14596152850956151164,7632597289610151329,14596152850956151164,0.522918427037,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,6,1/20,1,20,729,706,14336393350632284419,14596152850956151164,14336393350632284419,14596152850956151164,0.982203563982,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,6,1/10,1,10,729,660,13714496202507180268,14596152850956151164,3428624050626795067,3649038212739037791,0.939596641838,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,6,3/20,3,20,729,564,12319384436200122806,14596152850956151164,6159692218100061403,7298076425478075582,0.844015855547,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,6,1/5,1,5,729,424,10037741394761564843,14596152850956151164,10037741394761564843,14596152850956151164,0.687697744554,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,6,1/4,1,4,729,355,8916740296473434534,14596152850956151164,4458370148236717267,7298076425478075582,0.610896610054,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,6,3/10,3,10,729,280,7634903997713550505,14596152850956151164,7634903997713550505,14596152850956151164,0.523076462385,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,7,6,2/5,2,5,729,152,5339167729499221852,14596152850956151164,1334791932374805463,3649038212739037791,0.365792807462,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,5,1/20,1,20,2187,2097,14216588983768004570,14596152850956151164,7108294491884002285,7298076425478075582,0.973995622609,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,5,1/10,1,10,2187,1861,13106184836350769532,14596152850956151164,1092182069695897461,1216346070913012597,0.897920497968,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,5,3/20,3,20,2187,1442,10959175511874181379,14596152850956151164,10959175511874181379,14596152850956151164,0.750826304971,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,5,1/5,1,5,2187,1080,8851661270603015979,14596152850956151164,2950553756867671993,4865384283652050388,0.606437967661,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,5,1/4,1,4,2187,822,7437217853235587377,14596152850956151164,7437217853235587377,14596152850956151164,0.509532746689,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,5,3/10,3,10,2187,628,6211397612794979244,14596152850956151164,517616467732914937,1216346070913012597,0.425550326598,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,8,5,2/5,2,5,2187,229,3475856319689918562,14596152850956151164,579309386614986427,2432692141826025194,0.238135100062,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,4,1/20,1,20,6561,6160,13986009327995057701,14596152850956151164,13986009327995057701,14596152850956151164,0.958198332863,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,4,1/10,1,10,6561,5087,12275098452966451991,14596152850956151164,12275098452966451991,14596152850956151164,0.840981769533,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,4,3/20,3,20,6561,3607,9507106535173775610,14596152850956151164,1584517755862295935,2432692141826025194,0.651343311642,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,4,1/5,1,5,6561,2539,7492456400246341642,14596152850956151164,3746228200123170821,7298076425478075582,0.51331720603,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,4,1/4,1,4,6561,1780,5931479607404945460,14596152850956151164,494289967283745455,1216346070913012597,0.406372807134,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,4,3/10,3,10,6561,1118,4447713836320846478,14596152850956151164,2223856918160423239,7298076425478075582,0.304718228271,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,9,4,2/5,2,5,6561,345,2123557444381895799,14596152850956151164,707852481460631933,4865384283652050388,0.145487476465,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,3,1/20,1,20,19683,17933,13692673880987544012,14596152850956151164,1141056156748962001,1216346070913012597,0.938101568325,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,3,1/10,1,10,19683,13459,11221462865315366457,14596152850956151164,3740487621771788819,4865384283652050388,0.768795927249,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,3,3/20,3,20,19683,8719,8161861355299664578,14596152850956151164,4080930677649832289,7298076425478075582,0.559178945208,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,3,1/5,1,5,19683,5490,5959012155418288959,14596152850956151164,1986337385139429653,4865384283652050388,0.408259095137,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,3,1/4,1,4,19683,3298,4285953063907227124,14596152850956151164,1071488265976806781,3649038212739037791,0.293635803055,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,3,3/10,3,10,19683,1810,2936722315383161397,14596152850956151164,978907438461053799,4865384283652050388,0.201198380516,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,10,3,2/5,2,5,19683,427,1107906936675868305,14596152850956151164,369302312225289435,4865384283652050388,0.0759040377275,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,2,1/20,1,20,59049,51260,13218737753193471742,14596152850956151164,6609368876596735871,7298076425478075582,0.905631633772,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,2,1/10,1,10,59049,32950,9638103824038886417,14596152850956151164,9638103824038886417,14596152850956151164,0.660318093573,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,2,3/20,3,20,59049,18340,6333688993967730668,14596152850956151164,1583422248491932667,3649038212739037791,0.433928656314,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,2,1/5,1,5,59049,9751,4152623263939167643,14596152850956151164,4152623263939167643,14596152850956151164,0.284501217981,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,2,1/4,1,4,59049,4935,2621059364863854792,14596152850956151164,218421613738654566,1216346070913012597,0.179571931839,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,2,3/10,3,10,59049,2351,1586133151462577249,14596152850956151164,1586133151462577249,14596152850956151164,0.108667891304,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,11,2,2/5,2,5,59049,373,459755463645235584,14596152850956151164,38312955303769632,1216346070913012597,0.0314984001839,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,1,1/20,1,20,177147,137196,12087655228567879844,14596152850956151164,3021913807141969961,3649038212739037791,0.828139808619,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,1,1/10,1,10,177147,69802,7470943202636500468,14596152850956151164,1867735800659125117,3649038212739037791,0.511843310969,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,1,3/20,3,20,177147,30948,4215276183663493928,14596152850956151164,1053819045915873482,3649038212739037791,0.288793644922,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,1,1/5,1,5,177147,13236,2352343838046279019,14596152850956151164,2352343838046279019,14596152850956151164,0.161161907666,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,1,1/4,1,4,177147,5480,1264217356221196041,14596152850956151164,421405785407065347,4865384283652050388,0.0866130527085,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,1,3/10,3,10,177147,2046,628437970817293296,14596152850956151164,52369830901441108,1216346070913012597,0.0430550417795,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,12,1,2/5,2,5,177147,75,63238638416127027,14596152850956151164,21079546138709009,4865384283652050388,0.004332555233,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,13,0,1/20,1,20,531441,358320,10888042869123569361,14596152850956151164,3629347623041189787,4865384283652050388,0.745952922,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,13,0,1/10,1,10,531441,138647,5498440146127124675,14596152850956151164,5498440146127124675,14596152850956151164,0.376704752428,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,13,0,3/20,3,20,531441,45891,2526718732717178493,14596152850956151164,842239577572392831,4865384283652050388,0.173108541581,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,13,0,1/5,1,5,531441,14630,1106841278982180772,14596152850956151164,276710319745545193,3649038212739037791,0.0758310282363,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,13,0,1/4,1,4,531441,4438,458558609112967686,14596152850956151164,76426434852161281,2432692141826025194,0.0314164022394,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
14,13,0,3/10,3,10,531441,1065,174693908465447567,14596152850956151164,174693908465447567,14596152850956151164,0.0119684899336,cert_k14.json,08ac51b3f259798b9bf979388ec5f7f590c26025cc323ee331867d20d616285f,True,manifest
